Name,Address/Phone,CBE#,Certification Categories,Email Address (Public Contact),Expiration Date,Public Contact Name/Phone,Address,AddwUnit,issuite
"Tom Kamm Architects, PC","3812 VAN NESS STREET NW, , WASHINGTON, DC / 2022492901",LSR88347032014,"ROB, SBE, LBE",tkamm@tomkamm.com,3/23/2014,Thomas Kamm / 2022492901,3812 VAN NESS ST NW,3812 VAN NESS ST NW ,N
Tom Litke LLC,"315 EVARTS STREET NE, , WASHINGTON, DC / 2024608688",LSZR79100012015,"ROB, DZE, SBE, LBE",tom.litke@gmail.com,1/18/2015,Thomas Litke / 2024608688,315 EVARTS ST NE,315 EVARTS ST NE ,N
"Tompkins Builders, Inc.","2220 25TH PLACE NE, , WASHINGTON, DC / 2026350255",LZ11848062014,"DZE, LBE",jlears@tbius.com,6/15/2014,James Lears / 2026350255,2220 25TH PLACE NE,2220 25TH PLACE NE ,N
"Torti Gallas Urban, Inc.","1316 9TH STREET NW, Unit 6, WASHINGTON, DC / 2022323132",LSZ98025022014,"DZE, SBE, LBE",selfar@tortigallasurban.com,2/24/2014,Sherief Sami Elfar / 2404177105,1316 9TH ST NW,1316 9TH ST NW 6,Y
"Total Management, Inc.","1339 GREEN COURT NW, , WASHINGTON, DC / 2027891333",LSZX97450042013,"LRB, DZE, SBE, LBE",tgavan@totalmanagementinc.com,4/1/2013,Thomas Gavan / 2027891333,1339 GREEN CT NW,1339 GREEN CT NW ,N
Total Quality Building Services,"3619 14TH STREET NW, , WASHINGTON, DC / 2027222240",LZR93779072014,"ROB, DZE, LBE",ttatem@tqservices.biz,7/20/2014,Thaddeus Tatem / 2027222240,3619 14TH ST NW,3619 14TH ST NW ,N
"Toucan Printing & Promotional Products, Inc.","220 I STREET NE, Suite 200, WASHINGTON, DC / 2025430162",LSZ23898092013,"DZE, SBE, LBE",vernon@printdc.com,9/16/2013,Vernon Sharps / 2025430162,220 I ST NE,220 I ST NE 200,Y
"Touch Media Systems, LLC","343 CEDAR STREET NW, , WASHINGTON, DC / 2024387467",LSDR1921112014,"ROB, DBE, SBE, LBE",dale@touchav.com,11/2/2014,Dale Dykes / 2024387467,343 CEDAR ST NW,343 CEDAR ST NW ,N
"TPM Group, LLC","1341 H STREET NE, Suite 103, WASHINGTON, DC / 2027750096",LSDZ92986102013,"DZE, DBE, SBE, LBE",tyson@tysonpmgroup.com,10/28/2013,Lincoln Tyson / 2405087140,1341 H ST NE,1341 H ST NE 103,Y
Train Station Vending,"158 G STREET SW, , WASHINGTON, DC / 2023692337",LSDR71729092014,"ROB, DBE, SBE, LBE",tsvending@gmail.com,9/4/2014,Fetsum Amare / 2023692337,158 G ST SW,158 G ST SW ,N
Transco,"3399 BENNING ROAD NE, , WASHINGTON, DC / 2023980530",LSR39848072014,"ROB, SBE, LBE",jschaeffer888@aol.com,7/20/2014,Jeff Schaeffer / 2023980530,3399 BENNING RD NE,3399 BENNING RD NE ,N
Trans-Management Systems Corp.,"1133 15TH STREET NW, Suite 450, WASHINGTON, DC / 2026283488",LSDZ59730052014,"DZE, DBE, SBE, LBE",kdjones@trans-mgmt.com,5/23/2014,Kevin Jones / 2026283488,1133 15TH ST NW,1133 15TH ST NW 450,Y
Travail Staffing Inc.,"1115 MASSACHUSETTS AVENUE NW, , WASHINGTON, DC / 2022717715",LSZR80148052014,"ROB, DZE, SBE, LBE",travailstaffing@gmail.com,5/25/2014,Michael Rosinbum / 2029623980,1115 MASSACHUSETTS AV NW,1115 MASSACHUSETTS AV NW ,N
TRE Associates,"7801 14TH STREET NW, 300, WASHINGTON, DC / 2027265867",LSDR59434042014,"ROB, DBE, SBE, LBE",tc.rums@verizon.net,4/13/2014,Terry Cornwell Rumsey / 2027265867,7801 14TH ST NW,7801 14TH ST NW 300,Y
Trialogue Studio,"3720 WARREN STREET NW, , WASHINGTON, DC / 2024951607",LSR32261022014,"ROB, SBE, LBE",ruth@trialoguestudio.com,2/24/2014,Ruth Wieder / 2024951607,3720 WARREN ST NW,3720 WARREN ST NW ,N
"Tricon of Washington, D.C., Inc.","1702 MINNESOTA AVENUE SE, Unit B1, WASHINGTON, DC / 2026787643",LSZX89502082013,"LRB, DZE, SBE, LBE",sricks@tricon.com,8/19/2013,Ira A. Moss / 2026787643,1702 MINNESOTA AV SE,1702 MINNESOTA AV SE 1,Y
"Triden Development Group, LLC","700 12TH STREET NW, Suite 700, WASHINGTON, DC / 2029042442",LSD88560112013,"DBE, SBE, LBE",cwill4676@aol.com,11/10/2013,Freddie Lewis / 2029042442,700 12TH ST NW,700 12TH ST NW 700,Y
"Trillian Technologies, LLC","739 GIRARD STREET NW, , WASHINGTON, DC / 2022514814",LSDZR62085032013,"ROB, DZE, DBE, SBE, LBE",htoorie@trilliantech.com,3/18/2013,Howard Toorie / 2022514814,739 GIRARD ST NW,739 GIRARD ST NW ,N
Trinity II Corp,"3215 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2026218212",LSDZ59443052014,"DZE, DBE, SBE, LBE",cclark@trinityiicorp.com,5/31/2014,Patrick McRae / 2025629262,3215 MARTIN LUTHER KING JR AV SE,3215 MARTIN LUTHER KING JR AV SE ,N
Triple T Home Improvement,"4660 MARTIN LUTHER KING JR AVENUE SW, , WASHINGTON, DC / 2022863569",LSDZR87171052013,"ROB, DZE, DBE, SBE, LBE",Raymond@triplethomeimprovement.com,5/13/2013,Raymond Watson / 2022863569,4660 MARTIN LUTHER KING JR AV SW,4660 MARTIN LUTHER KING JR AV SW ,N
"Tristar Associates, LLC","412 H STREET NE, , WASHINGTON, DC / 2025447861",LSDZ50638092013,"DZE, DBE, SBE, LBE",nelespos@aol.com,9/30/2013,Nello Espos / 7032585612,412 H ST NE,412 H ST NE ,N
"Trout, Inc.","2112 WARD COURT NW, , WASHINGTON, DC / 2026590600",LSZR23172022015,"ROB, DZE, SBE, LBE",michael@troutdesign.com,2/21/2015,Michael Lee Beidler / 2026590600,2112 WARD CT NW,2112 WARD CT NW ,N
"TruLite Electrical Services, LLC","1818 NEW YORK AVENUE NE, SUITE 208 A, WASHINGTON, DC / 2025811186",LSR12952072013,"ROB, SBE, LBE",tanyalewis@verizon.net,7/1/2013,Tanya Lewis / 2023271701,1818 NEW YORK AV NE,1818 NEW YORK AV NE 208,Y
"Trusted Solutions Group, Inc.","3921 SOUTH CAPITOL STREET SW, 3, WASHINGTON, DC / 2025633530",LSZ53187052013,"DZE, SBE, LBE",rayd@tsg28.com,5/6/2013,Ray Douaire / 2025633530,3921 S CAPITOL ST SW,3921 S CAPITOL ST SW 3,Y
"TSI Group, LLC","1230 23RD STREET NW, , WASHINGTON, DC / 2022930017",LSR13304062013,"ROB, SBE, LBE",tony@tsigroupllc.com,6/17/2013,Tony Ninan / 2022930017,1230 23RD ST NW,1230 23RD ST NW ,N
Twenty Eight Inc.,"2121 WEST VIRGINIA AVENUE NE, , WASHINGTON, DC / 2026354587",LSZ8557112014,"DZE, SBE, LBE",gary@auto-ayt.com,11/9/2014,Darryl A. Hallman / 2026354587,2121 W VIRGINIA AV NE,2121 W VIRGINIA AV NE ,N
"U.K Construction and Management, LLC","1402 NORTH CAPITOL STREET NW, Suite 5, WASHINGTON, DC / 2029861562",LSDZ33171072013,"DZE, DBE, SBE, LBE",chuksokoro@comcast.net,7/15/2013,Chukuemeka Okoro / 4104626564,1402 N CAPITOL ST NW,1402 N CAPITOL ST NW 5,Y
"UIP General Contracting, Inc.","3404 CONNECTICUT AVENUE NW, , WASHINGTON, DC / 2022443811",LS93375062014,"SBE, LBE",kholmes@uipgc.com,6/11/2014,Steve Schwat / 2022443811,3404 CONNECTICUT AV NW,3404 CONNECTICUT AV NW ,N
"Union Floor Covering, Inc.","3201 8TH STREET NE, Suite E, WASHINGTON, DC / 2025269495",LSZ9023112013,"DZE, SBE, LBE",gswift@unionfloor.com,11/4/2013,Gerry Swift / 2025269495,3201 8TH ST NE,3201 8TH ST NE ,N
"Union Waterproofing, LLC","1300 7TH STREET NW, 200, WASHINGTON, DC / 2022348490",LSZ54800112013,"DZE, SBE, LBE",george@unionwaterproofing.com,11/10/2013,George Lori Jr. / 2022348490,1300 7TH ST NW,1300 7TH ST NW 200,Y
Unison Agency,"1010 WISCONSIN AVENUE NW, Suite 405, WASHINGTON, DC / 2023377887",LSZR39185032014,"ROB, DZE, SBE, LBE",robert@unisonagency.com,3/2/2014,Robert Fardi /,1010 WISCONSIN AV NW,1010 WISCONSIN AV NW 405,Y
United General Contractors,"1232 4TH STREET NE, , WASHINGTON, DC / 2025262101",LSDZR48593072014,"ROB, DZE, DBE, SBE, LBE",unitedflash@aol.com,7/20/2014,Nathaniel Lewis / 2025262101,1232 4TH ST NE,1232 4TH ST NE ,N
"Unity Construction of D.C., Inc.","3005 BLADENSBURG ROAD NE, , WASHINGTON, DC / 2025260503",LSDZXR70295082013,"ROB, LRB, DZE, DBE, SBE, LBE",ojmoore@unitycms.com,8/8/2013,O J Moore / 2024373202,3005 BLADENSBURG RD NE,3005 BLADENSBURG RD NE ,N
Urban Acres Project,"1452 D STREET NE, , WASHINGTON, DC / 8003804929",LSDZRV74359052014,"VOB, ROB, DZE, DBE, SBE, LBE",dwells7829@gmail.com,5/4/2014,Donna Austin / 2024250658,1452 D ST NE,1452 D ST NE ,N
"Urban Development Ventures, LLC","2002 PERRY STREET NE, , WASHINGTON, DC / 2024130738",LSDR93606102014,"ROB, DBE, SBE, LBE",lbattle@urbanventures.us,10/5/2014,leroy battle / 2024130738,2002 PERRY ST NE,2002 PERRY ST NE ,N
"Urban Land Company, LLC","913 FLORIDA AVENUE NW, , WASHINGTON, DC / 2022999223",LSZ61949012015,"DZE, SBE, LBE",gerard@urbanlandcompany.com,1/18/2015,Gerard DiRuggiero / 2022999223,913 FLORIDA AV NW,913 FLORIDA AV NW ,N
Urban Service Systems Corporation,"212 VAN BUREN STREET NW, , WASHINGTON, DC / 2025432000",LXR18490112013,"ROB, LRB, LBE",bkeating@urbanssc.com,11/18/2013,William Keating / 2025432000,212 VAN BUREN ST NW,212 VAN BUREN ST NW ,N
UrbanMatters Development Partners L.L.C.,"1226 VERMONT AVENUE NW, Suite 200, WASHINGTON, DC / 2024480184",LSZ75550012015,"DZE, SBE, LBE",ray.nix@urbanmatters.us.com,1/18/2015,Raymond Nix / 2024480184,1226 VERMONT AV NW,1226 VERMONT AV NW 200,Y
usa motors inc,"45 Q STREET SW, , WASHINGTON, DC / 2024841200",LSZX93655082014,"LRB, DZE, SBE, LBE",umotors@aol.com,8/14/2014,balwinder singh / 2024841200,45 Q ST SW,45 Q ST SW ,N
"U-Street Parking, Inc.","50 RHODE ISLAND AVENUE NE, , WASHINGTON, DC / 2022650010",LSDZ8351052013,"DZE, DBE, SBE, LBE",henok@ustreetparking.com,5/6/2013,Henok Tesfaye / 2022650010,50 RHODE ISLAND AV NE,50 RHODE ISLAND AV NE ,N
"V & V Construction-DC, Inc.","3215 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2023730532",LSZ61977082013,"DZE, SBE, LBE",cristina@vvconstruct.com,8/12/2013,Cristina Vicente / 2023730532,3215 MARTIN LUTHER KING JR AV SE,3215 MARTIN LUTHER KING JR AV SE ,N
"V.L. Services, Inc. dba Absoulute Organizing Solutions","1439 RITTENHOUSE STREET NW, , WASHINGTON, DC / 2022917025",LSDR99780092014,"ROB, DBE, SBE, LBE",aos@absouluteorg.com,9/14/2014,Vernestine Laughinghouse / 2022917025,1439 RITTENHOUSE ST NW,1439 RITTENHOUSE ST NW ,N
"Vanguard Communications of Falls Church, Inc.","2121 K STREET NW, Suite 650, WASHINGTON, DC / 2023314323",LSZ12927042014,"DZE, SBE, LBE",mrodriguez@vancomm.com,4/13/2014,Maria Rodriguez / 2023314323,2121 K ST NW,2121 K ST NW 650,Y
"Vantix, Inc.","7059 BLAIR ROAD NW, 100, WASHINGTON, DC / 2025293000",LSDR75155042014,"ROB, DBE, SBE, LBE",kpittman@vantixnet.com,4/13/2014,Kenya Pittman / 2025293000,7059 BLAIR RD NW,7059 BLAIR RD NW 100,Y
"VCare, LLC","8112 EASTERN AVENUE NW, , WASHINGTON, DC / 2028820656",LSDR70754062014,"ROB, DBE, SBE, LBE",vcareakiridena@gmail.com,6/27/2014,Ashanthi Kiridena / 2027795440,8112 EERN AV NW,8112 EERN AV NW ,N
"verdeHOUSE, LLC","2120 L STREET NW, Suite 315, WASHINGTON, DC / 2026705344",LSD36940012015,"DBE, SBE, LBE",ashley@theverdehouse.com,1/11/2015,Christin Martinelli / 4155152691,2120 L ST NW,2120 L ST NW 315,Y
Veterans Environmental Technology Services Inc,"6234 GEORGIA AVENUE NW, , WASHINGTON, DC / 2022391082",LSDV24083092014,"VOB, DBE, SBE, LBE",mr.jeffrepowell@gmail.com,9/6/2014,Jeffre Powell / 2023594540,6234 GEORGIA AV NW,6234 GEORGIA AV NW ,N
Veterans Services Corporation,"724 MISSISSIPPI AVENUE SE, S.E., WASHINGTON, DC / 2025779702",LSZR30645092013,"ROB, DZE, SBE, LBE",ebailey@veteransservcorp.com,9/7/2013,Emmanuel Bailey / 2026491000,724 MISSISSIPPI AV SE,724 MISSISSIPPI AV SE ,N
Viatech LLC,"231 VAN BUREN STREET NW, Suite 8, WASHINGTON, DC / 2022913193",LS79560102013,"SBE, LBE",kwebb@viatech-llc.com,10/28/2013,Kisha Webb / 2022913193,231 VAN BUREN ST NW,231 VAN BUREN ST NW 8,Y
VIKA Capitol,"4910 MASSACHUSETTS AVENUE NW, Sutie 214, WASHINGTON, DC / 2022444140",LS94935022015,"SBE, LBE",oliver@vikacapitol.com,2/21/2015,Kyle Oliver / 2022444140,4910 MASSACHUSETTS AV NW,4910 MASSACHUSETTS AV NW 214,Y
Village Academy of Washington DC LLC,"680 RHODE ISLAND AVENUE NE, 2nd Floor, WASHINGTON, DC / 2023977240",LSDZ96686022015,"DZE, DBE, SBE, LBE",panthony@villageacademydc.org,2/5/2015,Patricia Anthony / 2023977240,680 RHODE ISLAND AV NE,680 RHODE ISLAND AV NE 2,Y
Vire Consulting,"730 QUINCY STREET NW, , WASHINGTON, DC / 2025064606",LSDR35214072013,"ROB, DBE, SBE, LBE",crisrodriguezjr@gmail.com,7/1/2013,Cris Rodriguez / 2025064606,730 QUINCY ST NW,730 QUINCY ST NW ,N
"Vision Consulting, LLC","1200 JUNIPER STREET NW, Suite A102, WASHINGTON, DC / 2027225616",LSDR47904092013,"ROB, DBE, SBE, LBE",cgarcia@visionconsultingllc.net,9/16/2013,Celeste Garcia / 2022505166,1200 JUNIPER ST NW,1200 JUNIPER ST NW 102,Y
"Vision Opportunity Excellence, Inc.","3200 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2025635033",LSDZR78477092014,"ROB, DZE, DBE, SBE, LBE",Btheresawms@aol.com,9/12/2014,Brenda Williams / 2027444011,3200 MARTIN LUTHER KING JR AV SE,3200 MARTIN LUTHER KING JR AV SE ,N
Vision Security Solutions LLC,"1818 NEW YORK AVENUE NE, Suite 212, WASHINGTON, DC / 8668237233",LSD75460052014,"DBE, SBE, LBE",grolando@vision-security.com,5/25/2014,Victoria Newsome / 8668237233,1818 NEW YORK AV NE,1818 NEW YORK AV NE 212,Y
"Vista Contracting, Inc.","1310 PENNSYLVANIA AVENUE SE, , WASHINGTON, DC / 2025433180",LSZXR23648012015,"ROB, LRB, DZE, SBE, LBE",stjepan@vistacontracting.com,1/18/2015,Stjepan Sostaric / 2025433180,1310 PENNSYLVANIA AV SE,1310 PENNSYLVANIA AV SE ,N
VLi Incorporation,"1000 H STREET NE, 2nd Floor, WASHINGTON, DC / 2023962045",LSD65815052013,"DBE, SBE, LBE",veronica.lipscombe@vliinc.com,5/13/2013,Veronica Lipscombe / 2023962045,1000 H ST NE,1000 H ST NE 2,Y
VLJ Cleaning Company,"26 53RD STREET SE, , WASHINGTON, DC / 2022867621",LSDZR72522042013,"ROB, DZE, DBE, SBE, LBE",vsmith4506@yahoo.com,4/14/2013,Victoria Smith / 2022867621,26 53RD ST SE,26 53RD ST SE ,N
Volt Energy,"623 FLORIDA AVENUE NW, , WASHINGTON, DC / 2023792991",LSZ63608102014,"DZE, SBE, LBE",gcampbell@volt-energy.com,10/19/2014,Gilbert CAmpbell / 2023792991,623 FLORIDA AV NW,623 FLORIDA AV NW ,N
"W. L. Gary Company, Inc.","225 VINE STREET NW, , WASHINGTON, DC / 2027230676",LX30739052014,"LRB, LBE",randyg@wlgary.com,5/25/2014,W Randall Greer / 2027230676,225 VINE ST NW,225 VINE ST NW ,N
"W.P. Construction, Inc.","500 IRVING STREET NW, , WASHINGTON, DC / 2026219627",LSDZR80482032013,"ROB, DZE, DBE, SBE, LBE",wpconstructioninc@yahoo.com,3/11/2013,Walter Palencia / 2026219627,500 IRVING ST NW,500 IRVING ST NW ,N
W2Tech LLC,"5335 WISCONSIN AVENUE NW, SUITE 440, WASHINGTON, DC / 2024786299",LSD47801052014,"DBE, SBE, LBE",gkellee@warrentongroup.com,5/25/2014,Gianna Hylton / 2024789697,5335 WISCONSIN AV NW,5335 WISCONSIN AV NW 440,Y
"Waldon Studio Architects & Planners/DC, PLLC","1152 15TH STREET NW, Suite 935A, WASHINGTON, DC / 2023706007",LSD39205032013,"DBE, SBE, LBE",vthurston@waldonstudio.com,3/25/2013,Ravi Waldon / 2023706007,1152 15TH ST NW,1152 15TH ST NW 935,Y
Walter-Ray Associates LLC dba Capitol Permits,"490 M STREET SW, , WASHINGTON, DC / 2023876669",LSR98677032014,"ROB, SBE, LBE",phil@walter-ray.com,3/9/2014,Phillip Dunham / 2023876669,490 M ST SW,490 M ST SW ,N
"Walton & Green Consultants, L.L.P","3230 BANNEKER DRIVE NE, , WASHINGTON, DC / 2026352659",LSDZXR15435102013,"ROB, LRB, DZE, DBE, SBE, LBE",twalton@erols.com,10/21/2013,Tracey Walton / 2026352659,3230 BANNEKER DR NE,3230 BANNEKER DR NE ,N
Wander Group LLC,"2035 HUIDEKOPER PLACE NW, , WASHINGTON, DC / 2024608688",LSRV41809072013,"VOB, ROB, SBE, LBE",tom.litke@wandergroup.com,7/15/2013,Tom Litke / 2024608688,2035 HUIDEKOPER PLACE NW,2035 HUIDEKOPER PLACE NW ,N
Washington Business Group,"2759 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2028639637",LSDZ62528082013,"DZE, DBE, SBE, LBE",wmagrath@wbgworldwide.com,8/8/2013,William Magrath / 2028639637,2759 MARTIN LUTHER KING JR AV SE,2759 MARTIN LUTHER KING JR AV SE ,N
Washington General Trade,"1215 1ST STREET NE, Suite 8H, WASHINGTON, DC / 2022160484",LSDZ38024022015,"DZE, DBE, SBE, LBE",samanthacourtney@gmail.com,2/1/2015,Samantha Chong / 2019067301,1215 1ST ST NE,1215 1ST ST NE 8,Y
Washington Investment Advisors LLC,"1010 VERMONT AVENUE NW, Suite 710, WASHINGTON, DC / 2026280880",LSDZR31692052013,"ROB, DZE, DBE, SBE, LBE",admin@grwcc.com,5/27/2013,Lenda Washington / 2026280880,1010 VERMONT AV NW,1010 VERMONT AV NW 710,Y
Washington Occupational Health Associates Inc.,"1140 19TH STREET NW, Suite 700, WASHINGTON, DC / 2024636698",LSR93356042013,"ROB, SBE, LBE",JJackson@WOHA.com,4/8/2013,Kenneth Chase MD / 2024636698,1140 19TH ST NW,1140 19TH ST NW 700,Y
Washington Supply Network,"1235 KENILWORTH AVENUE NE, Suite 8, WASHINGTON, DC / 2023881688",LSD90663102013,"DBE, SBE, LBE",info@washsupply.com,10/10/2013,Donald Washington / 2023881688,1235 KENILWORTH AV NE,1235 KENILWORTH AV NE 8,Y
"Waste Recycling Services,INC.","2401 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2023976114",LSDZRV3553112014,"VOB, ROB, DZE, DBE, SBE, LBE",crowderindustrie@aol.com,11/9/2014,John Crowder / 2023674321,2401 MARTIN LUTHER KING JR AV SE,2401 MARTIN LUTHER KING JR AV SE ,N
WASTE SOLUTIONS LLC,"1736 S STREET SE, , WASHINGTON, DC / 2024093217",LSDZR43030092013,"ROB, DZE, DBE, SBE, LBE",gearlcobb@verizon.net,9/2/2013,GEORGE COBB / 2022650169,1736 S ST SE,1736 S ST SE ,N
"Watkins Security Agency Of D.C., Inc.","5325 EAST CAPITOL STREET SE, , WASHINGTON, DC / 2025812871",LSZ12214092013,"DZE, SBE, LBE",nbuffalo@thewatkinsgroup.com,9/30/2013,Richard Hamilton / 2025812871,5325 E CAPITOL ST SE,5325 E CAPITOL ST SE ,N
Wayne Enterprises LLC,"320 TAYLOR STREET NE, 42N, WASHINGTON, DC / 2026300199",LSDZR64525032013,"ROB, DZE, DBE, SBE, LBE",inquire@wayneenterprisesllc.com,3/25/2013,David W Hawkins Jr / 2026300199,320 TAYLOR ST NE,320 TAYLOR ST NE 42,Y
"Waypoint Contracting Services, LLC","3241 14TH STREET NW, Suite 201, WASHINGTON, DC / 2022380449",LSDZ32484092013,"DZE, DBE, SBE, LBE",susanbryant@waypointcontracting.com,9/16/2013,Susan Bryant / 2022380449,3241 14TH ST NW,3241 14TH ST NW 201,Y
"WCS Construction, LLC","3303 A STANTON ROAD SE, , WASHINGTON, DC / 2028893615",LZ1652092013,"DZE, LBE",hmurray@wcsmith.com,9/16/2013,Jim Anglemyer / 2028893615,3303 A STANTON RD SE,3303 A STANTON RD SE ,N
"WDC SOLAR, INC.","1322 MORRIS ROAD SE, , WASHINGTON, DC / 2022554467",LSZR60181052014,"ROB, DZE, SBE, LBE",MDAVIS@WDCSOLAR.COM,5/25/2014,MARK DAVIS / 2022554467,1322 MORRIS RD SE,1322 MORRIS RD SE ,N
"WDG Architecture, PLLC","1025 CONNECTICUT AVENUE NW, Suite 300, WASHINGTON, DC / 2028578300",LX1494082014,"LRB, LBE",jnees@wdgarch.com,8/15/2014,Beth Ring / 2028578301,1025 CONNECTICUT AV NW,1025 CONNECTICUT AV NW 300,Y
"WE CARE PHYSICALS, LLC","1201 FRANKLIN STREET NE, , WASHINGTON, DC / 2025265972",LSDZ48754102014,"DZE, DBE, SBE, LBE",wecarephysicals@comcast.net,10/5/2014,LILLIAN WILLIS / 2025265972,1201 FRANKLIN ST NE,1201 FRANKLIN ST NE ,N
WE CLEAN INC,"142 YUMA STREET SE, , WASHINGTON, DC / 2025625326",LSDZR15435102013,"ROB, DZE, DBE, SBE, LBE",joei.jennings@hotmail.com,10/28/2013,Joei Jennings / 2025625326,142 YUMA ST SE,142 YUMA ST SE ,N
WebIT LLC,"2611 DOUGLASS ROAD SE, , WASHINGTON, DC / 2022944425",LSDR65487102014,"ROB, DBE, SBE, LBE",Webit.llc@gmail.com,10/26/2014,PR Jackson / 2022944425,2611 DOUGLASS RD SE,2611 DOUGLASS RD SE ,N
West and Associates,"1249 IRVING STREET NE, , WASHINGTON, DC / 2026817179",LSDR80214062014,"ROB, DBE, SBE, LBE",millicentdwest@gmail.com,6/1/2014,Millicent West / 2022883537,1249 IRVING ST NE,1249 IRVING ST NE ,N
"West End Travel, Inc.","11 DUPONT CIRCLE NW, Suite 375, WASHINGTON, DC / 2029862066",LSDR78463082013,"ROB, DBE, SBE, LBE",vivp@westend.us,8/29/2013,Vivianne Pommier / 2029862066,11 DUPONT CIRCLE NW,11 DUPONT CIRCLE NW 375,Y
Westnet Mid-Atlantic LLC,"6101 BLAIR ROAD NW, , WASHINGTON, DC / 2027261360",LS14201032014,"SBE, LBE",laurin@westnetmed.com,3/9/2014,Laurin Banner / 2027261360,6101 BLAIR RD NW,6101 BLAIR RD NW ,N
WGS,"2019 NAYLOR ROAD SE, , WASHINGTON, DC / 2026091137",LSDZR79096012015,"ROB, DZE, DBE, SBE, LBE",lashelle4019@yahoo.com,1/18/2015,TONYA CRAWFORD / 2026101798,2019 NAYLOR RD SE,2019 NAYLOR RD SE ,N
"WHS Plumbing and Heating, LLC","330 TENNESSEE AVENUE NE, 1113 Good Hope Rd SE, WASHINGTON, DC / 2022559231",LSDZR50116072013,"ROB, DZE, DBE, SBE, LBE",info@whsplumbingandheating.com,7/15/2013,Monique Bowers / 2022559231,330 TENNESSEE AV NE,330 TENNESSEE AV NE 1113,Y
"Wiencek + Associates Architects + Planners DC, LLP","1818 N STREET NW, , WASHINGTON, DC / 2023490742",LS20008042013,"SBE, LBE",aspriggs@Wiencek-Associates.com,4/29/2013,Andrea Spriggs / 2023490742,1818 N ST NW,1818 N ST NW ,N
Wiles Mensch Corporation - D.C.,"1424 K STREET NW, Suite 302, WASHINGTON, DC / 2026384040",LSZ74868062013,"DZE, SBE, LBE",mramsey@wilesmensch.com,6/10/2013,Mary Ramsey / 7034729750,1424 K ST NW,1424 K ST NW 302,Y
William C Smith & Co Inc,"1100 NEW JERSEY AVENUE SE, , WASHINGTON, DC / 2024657020",LZ69613062013,"DZE, LBE",tbeauford@wcsmith.com,6/10/2013,Terry Beauford / 2024657020,1100 NEW JERSEY AV SE,1100 NEW JERSEY AV SE ,N
William P. Gelberg Inc./Gelberg Signs,"6511 CHILLUM PLACE NW, , WASHINGTON, DC / 2028827733",LSX15693102013,"LRB, SBE, LBE",luc@gelbergsigns.com,10/21/2013,Luc Brami / 2028827733,6511 CHILLUM PLACE NW,6511 CHILLUM PLACE NW ,N
"Wilson Dependable Services, LLC","3009 HILLCREST DRIVE SE, , WASHINGTON, DC / 3015234862",LSDZR54371062014,"ROB, DZE, DBE, SBE, LBE",owilson809@gmail.com,6/27/2014,Omar Wilson / 3015234862,3009 HILLCREST DR SE,3009 HILLCREST DR SE ,N
"Wilson Technologies, Inc.","3127 APPLE ROAD NE, , WASHINGTON, DC / 2025294900",LSDZR56810042013,"ROB, DZE, DBE, SBE, LBE",certifications@wilsontechnologies.com,4/8/2013,Derrick Wilson / 2025294900,3127 APPLE RD NE,3127 APPLE RD NE ,N
"Wings Enterprises, Inc.","3212 7TH STREET NE, Basement, WASHINGTON, DC / 2026351217",LSZR29550102013,"ROB, DZE, SBE, LBE",wingsentpr@aol.com,10/11/2013,Jean T. Wanner / 2026351217,3212 7TH ST NE,3212 7TH ST NE ,N
"Winmar, Inc.","1010 WISCONSIN AVENUE NW, Suite 303, WASHINGTON, DC / 2024940497",LSDZ16021032014,"DZE, DBE, SBE, LBE",edwin@winmar.net,3/30/2014,Edwin Villegas / 2024648750,1010 WISCONSIN AV NW,1010 WISCONSIN AV NW 303,Y
wire2netLLC,"3495 SUMMIT COURT NE, , WASHINGTON, DC / 2028327041",LSDZ94745062013,"DZE, DBE, SBE, LBE",darryldennis@wire2netLLC.com,6/24/2013,darryl dennis / 2028327041,3495 SUMMIT CT NE,3495 SUMMIT CT NE ,N
WNUK SPURLOCK Architecture,"1470 CHURCH STREET NW, , WASHINGTON, DC / 2022658500",LSR40561122013,"ROB, SBE, LBE",jwnuk@wnukspurlock.com,12/2/2013,Joseph Wnuk / 2022658500,1470 CHURCH ST NW,1470 CHURCH ST NW ,N
Wong Enterprises Inc.,"15 OGLETHORPE STREET NW, Unit B, WASHINGTON, DC / 2027232070",LSD31288122013,"DBE, SBE, LBE",wongenterprises@me.com,12/2/2013,Alan Paez / 3013051093,15 OGLETHORPE ST NW,15 OGLETHORPE ST NW ,N
Wright Brothers Plumbing,"2904 12TH STREET NE, , WASHINGTON, DC / 2026359300",LSZR23963112014,"ROB, DZE, SBE, LBE",wrightbp@verizon.net,11/16/2014,Foster Wright / 2026359300,2904 12TH ST NE,2904 12TH ST NE ,N
Wright Capital Realty Group,"1341 H STREET NE, , WASHINGTON, DC / 2026881967",LSDZR8579052013,"ROB, DZE, DBE, SBE, LBE",barrywright@wcrginc.com,5/27/2013,Barry Wright / 2026881967,1341 H ST NE,1341 H ST NE ,N
