Company Name,Business Structure,Certification Categories,Company Status,Email Address (Public Contact),Expiration Date,NIGP Codes
,,,,,,"Quality Assurance/Control Consulting,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"Urban Planning Consulting,"
,,,,,,"Project Management Services,"
,,,,,,"Cost Estimating,"
,,,,,,Program/Project Development and Management Services
"Blue Skye Construction, LLC",Limited Liability Corporation,"ROB, DBE, SBE, LBE",Active,Scottie@blueskyeconstruction.com,3/7/15,"Doors and Windows,"
,,,,,,"Door Installation, Maintenance, and Repair (Wood),"
,,,,,,"Locksmith Services,"
,,,,,,"Painting, Maintenance and Repair Services (Including Caulking),"
,,,,,,"Roofing, Gutters, and Downspouts Maintenance and Repair,"
,,,,,,"Tile and Stone (Includes Granite, Marble, and Terrazzo), Restoration, Refurbishing, Maintenance and Repair,"
,,,,,,"Weather and Waterproofing Maintenance and Repair Services,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"Furniture Installation and Reconfiguration Services (Including Systems Furniture),"
,,,,,,"Construction Management Services,"
,,,,,,Property Management Services
"Green Door Advisors, LLC",Limited Liability Corporation,"ROB, DZE, DBE, SBE, LBE",Active,mgaither@greendooradvisors.com,5/10/15,"Real Estate/Property Management,"
,,,,,,"Buildings, Structures and Components Consulting,"
,,,,,,"Community Development Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Feasibility Studies (Consulting),"
,,,,,,"Housing Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"Urban Planning Consulting,"
,,,,,,"Project Management Services,"
,,,,,,Program/Project Development and Management Services
Dantes Partners LLC,Limited Liability Corporation,"ROB, DZE, SBE, LBE",Active,matt@dantespartners.com,7/28/13,"Project Management,"
,,,,,,"Real Estate/Property Management,"
,,,,,,"Project Management,"
,,,,,,"CONSULTING SERVICES,"
,,,,,,"Buildings, Structures and Components Consulting,"
,,,,,,"Business Consulting, Small,"
,,,,,,"Community Development Consulting,"
,,,,,,"Construction Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Housing Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"MANAGEMENT SERVICES,"
,,,,,,"Project Management Services,"
,,,,,,"MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED),"
,,,,,,"Cost Estimating,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"Non-Professional Services (Not Otherwise Classified),"
,,,,,,"MISCELLANEOUS SERVICES, NO. 2 (NOT OTHERWISE CLASSIFIED),"
,,,,,,"Professional Services (Not Otherwise Classified),"
,,,,,,"Real Estate (Incl. Buildings, Houses, Land, etc)"
Unison Agency,Limited Liability Corporation,"ROB, DZE, SBE, LBE",Active,robert@unisonagency.com,3/2/14,"Advertising Agency Services,"
,,,,,,"Advertising/Public Relations (Incl. Skywriting),"
,,,,,,"Communications Marketing Services,"
,,,,,,"Information Highway Electronic Services (Internet, World Wide Web, etc.),"
,,,,,,"WORLD WIDE WEB (WWW) ADVERTISING SERVICES,"
,,,,,,"Web Page Design and/or Management Services,"
,,,,,,"Advertising Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Management Consulting,"
,,,,,,"Marketing Consulting,"
,,,,,,"Project Management Services,"
,,,,,,"Cost Estimating,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"LAYOUT AND GRAPHIC DESIGN SERVICES,"
,,,,,,Graphic Design Services for Printing
The Washington Informer,Corporation,"ROB, DZE, DBE, SBE, LBE",Active,denise@washingtoninformer.com,5/31/14,"Advertising (Notice of Bid Solicitation),"
,,,,,,"Graphic Arts Services (Not Printing),"
,,,,,,"Newspaper and Publication Advertising,"
,,,,,,"Photography (Not Including Aerial Photography),"
,,,,,,"Public Information Services (Incl. Press Releases),"
,,,,,,"PUBLIC AWARENESS PROGRAMS,"
,,,,,,Graphic Design Services for Printing
"TruLite Electrical Services, LLC",Limited Liability Corporation,"ROB, SBE, LBE",Active,trulite.electricalservices@yahoo.com,7/1/13,"Panel Wall Systems Installation, Maintenance, and Repair,"
,,,,,,"Wiring and Other Electrical Maintenance and Repair Services,"
,,,,,,"ELECTRICAL MAINTENANCE AND REPAIR SERVICES,"
,,,,,,"Electrical,"
,,,,,,"Utilities: Gas, Water, Electric Consulting,"
,,,,,,"Power Supply Installation, Electric,"
,,,,,,Installation and Removal Services (Not Otherwise Classified)
District Office and Computer Supplies Co.,Sole Proprietorship,"DZE, DBE, SBE, LBE",Active,WJ777@AOL.COM,4/23/14,"PENS, PLOTTER, FOR PAPER,"
,,,,,,"Printer Accessories and Supplies: Chemicals, Forms Tractors, Inks and Cartridges, Paper, Label Sheets, Sheet Feeders, Toner Cartridges, Wheels, etc.,"
,,,,,,"PAPER, INK JET PRINTER,"
,,,,,,"PAPER FOR LASER PRINTERS,"
,,,,,,"Data Processing Office Furniture, Wood (Not Storage Cabinets -See Item 87),"
,,,,,,"Plastic, Polypropylene, Fiberglass Office Furniture: Chairs, Desks, Tables, etc.,"
,,,,,,"Recycled Office Furniture (Bookshelves, Chairs, Credenzas, Computer Furniture, Desks, Tables, Hutches, Workstations),"
,,,,,,"Recycled Office Furniture (File Cabinets, Storage Cabinets and Lockers, Partitions, Modular Furniture, Racks, Shelving),"
,,,,,,"GERMICIDES, CLEANERS, AND RELATED SANITATION PRODUCTS FOR HEALTH CARE PERSONNEL,"
,,,,,,"Antimicrobial Solutions, Topical: Surgical Prep, etc.,"
,,,,,,"SURGICAL PREP SOLUTION, IODOPHOR TYPE. CONTAINS A MINIMUM OF 1% TITRATABLE IODINE IN AN AQUEOUS SOLUTION.,"
,,,,,,"SURGICAL PREP SOLUTION, PROVIDONE-IODINE, NON-TOXIC, SURFACTANT AND POLOXAMER,"
,,,,,,"Benzalkonium Chloride, USP (Aqueous Solution),"
,,,,,,"BENZALKONIUM CHLORIDE AQUEOUS SOLUTION,"
,,,,,,"Detergent, Surgical Scrub, All Types,"
,,,,,,"SURGICAL SCRUB, DETERGENT, PARA-CHLORO-META-XYLENE (PCMX) TYPE, PRE-OP AND POST-OP SOLUTIONS, NON-TOXIC AND NON-DERMAL IRRITANT, AND NON-STAINING, ACTIVE INGREDIENT ISPCMX 3000 PPM - 5000 PPM, MUST ELIMINATE BOTH GRAM-POSITIVE AND GRAM-NEGATIVE BACTERIA,"
,,,,,,"SURGICAL SCRUB, DETERGENT, CHLORHEXIDENE TYPE,"
,,,,,,"SURGICAL SCRUB, DETERGENT, HEXACHLOROPHENE TYPE,"
,,,,,,"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES,"
,,,,,,"Analyzer Equipment, Medical (Not Otherwise Classified),"
,,,,,,"Anesthesia and Respiration Equipment, Hospital: Controls, Gauges, Outlets, Tents, Valves, Ventilators, etc.,"
,,,,,,"ANESTHESIA AND RESPIRATION EQUIPMENT,"
,,,,,,"BAGS, OXYGEN MASK,"
,,,,,,"CATHETERS, SUCTION ANESTHESIA,"
,,,,,,"MASKS, OXYGEN,"
,,,,,,"PARTS AND ACCESSORIES, RESPIRATION EQUIP.,"
,,,,,,"PARTS AND ACCESSORIES, UNIVENT VENTILATOR (IMPACT INSTRUMENTS OR EQUAL),"
,,,,,,"VENTILATORS, AUTOMATIC, PORTABLE,"
,,,,,,"HOSPITAL, SURGICAL, AND MEDICAL RELATED ACCESSORIES AND SUNDRY ITEMS,"
,,,,,,"Apnea Equipment and Supplies, Sleep,"
,,,,,,"Atomizers and Nebulizers, Pocket Size,"
,,,,,,"INHALANT, AMMONIA,"
,,,,,,"NEBULIZERS,"
,,,,,,"PARTS & ACCESSORIES, NEBULIZERS,"
,,,,,,"Bandages (All Types), Adhesive Tapes, Dressings, Plaster of Paris, and Surgical Gauze (Including Casts),"
,,,,,,"BANDAGES, ADHESIVE, NON-ALLERGENIC,"
,,,,,,"BANDAGSE, ABSORBENT GAUZE ROLLS, 'REDI-CUTS', NON-STERILE, SEAMLESS ROLLS, 10 YD LENGTH,"
,,,,,,"BANDAGES, BUTTERFLY CLOSURE,"
,,,,,,"JANITORIAL SUPPLIES, GENERAL LINE,"
,,,,,,"Ammonia, Household (Plain or Sudsing),"
,,,,,,"AMMONIA, HOUSEHOLD,"
,,,,,,"Animal Cage Cleaning Compound,"
,,,,,,"Adhesive Removers,"
,,,,,,"Applicators, Floor Finish, All Types (Except Brushes),"
,,,,,,"APPLICATORS AND PAD HOLDERS, WAX (COTTON),"
,,,,,,"APPLICATORS, WAX REFILL,"
,,,,,,"APPLICATORS, WAX, LAMBS WOOL,"
,,,,,,"APPLICATORS, WAX, 8 PLY VISCOSE RAYON, FOR USE WITH CLAMP TYPE MOP HANDLES,"
,,,,,,"OFFICE SUPPLIES: CARBON PAPER AND RIBBONS, ALL TYPES,"
,,,,,,"OFFICE SUPPLIES, GENERAL,"
,,,,,,"Adding Machine and Calculator Paper (Rolls),"
,,,,,,"PAPER, ADDING MACHINE, EYE-EZE GREEN,"
,,,,,,"PAPER, ADDING MACHINE, WHITE, PREMIUM GRADE, LINT FREE, ROLLS MUST CONTAIN A MINIMUM OF 150 FT.,"
,,,,,,"PAPER, ADDING MACHINE, CARBONLESS,"
,,,,,,"PAPER, ADDING MACHINE/CALCULATOR, THERMAL TYPE,"
,,,,,,"Adhesives and Applicators: Glue, Mucilage, Paste, etc.,"
,,,,,,"ADHESIVE, CEMENT, FOR PERMANENT BONDING, CHINA, GLASS, LEATHER, PAPER AND WOOD, DRIES CLEAR,"
,,,,,,"ADHESIVE, GLUE, ALL PURPOSE, WHITE,"
,,,,,,"GLUE STICK ADHESIVES,"
,,,,,,"ADHESIVE, PASTE, WHITE, FOR PAPER,"
,,,,,,"ADHESIVE, RUBBER CEMENT,"
,,,,,,"ADHESIVE, SPRAY,"
,,,,,,"APPLICATORS, ADHESIVE, PERMANENT FILM (OFFICE),"
,,,,,,"CEMENT, CONTACT, FOR OFFICE USE (INCL. THINNERS),"
,,,,,,"Binders: Chain, Post, Prong, Ring, etc.,"
,,,,,,"BINDER ACCESSORIES FOR POST AND LOOSE LEAF BINDERS,"
,,,,,,"BINDERS, ACTIVITIES, PREMIUM TIME OR EQUAL,"
,,,,,,"BINDERS, CASE,"
,,,,,,"BINDERS, FULL CLEAR VINYL OVERLAY COVERS, FRONT, BACK AND BACKBONE, OPENINGS AT TOP FOR INSERTING COVER DESIGNS, 3 RING, W/NICKLE PLATED CONCEALED RIVETS, FULL SIZE POCKETS INSIDE FRONT AND BACK COVERS, HEAVY WT. VINYL SEALED OVER STIFF BOARD, FLAT BACKBO,"
,,,,,,"BINDERS, FULL CLEAR VINYL OVERLAY COVERS; OUTSIDE FRONT COVER, BACKBONE AND BACK COVER (ALL WITH OPENING AT TOP TO ALLOW FOR INDIVIDUAL COVER DESIGNS). SHEET SIZE OF BINDER 11 X 8-1/2 IN. 3 RING WITH DOUBLE BOOSTERS NICKLE PLATED- CONCEALED RIVET CONSTRUC,"
,,,,,,"BINDERS, LOOSE LEAF, 20 PT., PRESSBOARD, OPEN END,"
,,,,,,"BINDERS, LOOSE LEAF, NYLON POST, PRESSBOARD,"
,,,,,,"BINDERS, ZIPPER CASE, SCUFF RESISTANT, HEAVY DUTY ZIPPER W/TWO PULL TABS,"
,,,,,,"BINDERS, LOOSE LEAF, POST, BLACK IMIT. LEATHER, METAL HINGES, LOCKING DEVICE,"
,,,,,,"BINDERS, LOOSE LEAF, POST, GREEN CANVAS WITH LEATHER CORNERS, METAL HINGES,LOCKING DEVICE,"
,,,,,,"BINDERS, LOOSE LEAF, POST, SECTIONAL, GREEN CANVAS, IMIT. LEATHER CORNERS, SLIDE BUTTON LOCKING DEVICE, 2-3/16 IN. DIAMETER POST SECTIONS,"
,,,,,,"BINDERS, LOOSE LEAF, PRONG TYPE, PRESSBOARD,"
,,,,,,"BINDERS, 3 RING, VINYL,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, IMITATION LEATHER, FLEXIBLE COVER, METAL HINGES, 2 SHEET LIFTERS, OPENING AND CLOSING MECHANISM, NICKEL PLATED METALS,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, IMIT. LEATHER, STIFF COVERS, METAL HINGES, 2 SHEET LIFTERS, OPENING AND CLOSING MECHANISM, NICKEL PLATED METALS.,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, CANVAS,"
,,,,,,"BINDERS, LOOSE LEAF, CANVAS, METAL HINGES,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, CLOTH BINDER BOARD,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, ROUND, VINYL W/SUEDE FINISH, INSIDE POCKETS FRONT AND REAR, METAL OPENING/CLOSING BOOSTERS,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, GENUINE .015 PRESSBOARD, OPENING AND CLOSING MECHANISM, NICKLE PLATED METALS, POCKETS INSIDE FRONT AND BACK, 11 IN. X 8-1/2 IN.,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, GENUINE .020 PRESSBOARD, EXPOSED RIVETS, OPENING AND CLOSING MECHANISM, NICKEL PLATED METALS, 11 X 8-1/2 IN.,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, GENUINE .023 PRESSBOARD, EXPOSED RIVETS, OPENING AND CLOSING MECHANISM, NICKEL PLATED METALS, 11 IN. X 8-1/2 IN.,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, GREEN, CANVAS OR FABRIC-SUPPORTED VINYL, 2 SHEET LIFTERS, OPENING AND CLOSING MECHANISMS, NICKEL PLATED METALS.,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, TEX-HIDE (POLY), WITH OPNG. BOOSTER, FOR 11 X 8-1/2 IN. SHEETS,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, VIRGIN VINYL, CONCEALED RIVETS, NICKEL PLATED METALS, ROUND RINGS (3 IN. HAS OVAL RING), 2 SHEET LIFTERS. EXCEPT 1 IN. CAPACITY, OPENING AND CLOSING MECHANISM,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, STIFF VINYL COVER,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, TRACK BACK,"
,,,,,,"BINDER, LOOSE LEAF, 3 RING, SLANT D RING, VINYL, SHEET LIFTERS,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, SUEDE VINYL, CONCEALED RIVETS, OPENING & CLOSING MECHANISM, NICKLE PLATED METALS,"
,,,,,,"BINDERS, SLANT RING VIEW, TOP LOAD OVERLAY ON FRONT, BACK AND SPINE, NICKEL PLATED METALS W/OPENING AND CLOSING BOOSTERS, FRONT AND BACK POCKETS, VIRGIN VINYL, 11 IN. X 8-1/2 IN. SHEET SIZE, SHEET LIFTERS,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, VIRGIN VINYL, CONCEALED RIVETS, OPENING AND CLOSING MECHANISM, NICKEL PLATED METALS,"
,,,,,,"BINDERS, 3-RING, SLANT D-RING, LETTER SIZE, SMOOTH SUEDE GRAIN VINYL, POCKETS ON INSIDE COVERS, FRONT COVER FOLDS BACK OUT OF THE WAY,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, VIRGIN VINYL, EXPOSED RIVETS,"
,,,,,,"BINDERS, LOOSE LEAF, 3 RING, SLANT D RING, VINYL, SUEDE FINISH, INSIDE POCKETS, STIFF COVER,"
,,,,,,"BINDER, LOOSE LEAF, 3 RING, SLANT-D RING, VINYL, SUEDE FINISH, FINGER SLOT IN SPINE,"
,,,,,,"BINDERS, MEMO BOOKS, 6 RING, LOOSE LEAF, BLACK VINYL, FLEX COVER, OPENING MECH., NICKEL PLATED METALS,"
,,,,,,"BINDERS, MEMO BOOKS, OPEN END, FLEXIBLE COVER,"
,,,,,,"BINDER, MOLDED THERMO PLASTIC, 3 RING, PIANO HINGE W/LABEL HOLDER,"
,,,,,,"BINDERS, 3 RING, PLANNER,"
,,,,,,"BINDERS, POST, CANVAS, SIDE OPENING,"
,,,,,,"BINDERS, POST, PAYROLL TYPE,"
,,,,,,"BINDERS, POST,"
,,,,,,"BINDERS, ROUND RING, VINYL W/SUEDE FINISH OVER HEAVYWEIGHT BOARD, NYLON REINFORCED HINGES, OPENING/CLOSING BOOSTERS, INTERIOR POCKETS, PLASTIC SHEET LIFTERS,"
,,,,,,"BINDERS, ROUND RING, VINYL W/SUEDE FINISH, IN"
"The Williams Group, LLC",Limited Liability Corporation,"ROB, DBE, SBE, LBE",Active,djwill11@mac.com,1/7/14,"Building and Facilities Management Services,"
,,,,,,"Real Estate Management Services (To include Listing and Sales Services),"
,,,,,,"Real Estate (Incl. Buildings, Houses, Land, etc)"
Acosta Consulting LLC,Limited Liability Corporation,"ROB, DBE, SBE, LBE",Active,customerservice@acostaconsultingllc.com,4/20/14,"General Construction - Architectural,"
,,,,,,"Furnishings: Artwork, Cabinets, Furniture, Window Treatments, etc.,"
,,,,,,"Maintenance and Repair, Industrial Building,"
,,,,,,"Maintenance and Repair, Non-Residential Building,"
,,,,,,"Maintenance and Repair, Residential Buildings (Incl. Single Family Homes and Apartments),"
,,,,,,"Maintenance and Repair, Commercial and Institutional Building,"
,,,,,,"Maintenance and Repair, Agricultural Building,"
,,,,,,"Maintenance and Repair, Educational Building,"
,,,,,,"Maintenance and Repair, Medical Building,"
,,,,,,"Maintenance and Repair, Religious Building,"
,,,,,,"Site Work (Incl. Site Clean-Up),"
,,,,,,"Acoustical Ceilings and Walls: Cleaning, Installation, Restoration, Maintenance and Repair (Including Panel Wall Systems),"
,,,,,,"Building Cleaning, Exterior,"
,,,,,,"Air Duct Cleaning Services,"
,,,,,,"Carpentry Maintenance and Repair Services,"
,,,,,,"Concrete Raising and Undersealing Services,"
,,,,,,"Carpet Cleaning, Dyeing, Installation and Repair,"
,,,,,,"CARPET/FLOORING INSTALLATION AND/OR REMOVAL SERVICES,"
,,,,,,"Flooring Maintenance and Repair to Include Refinishing and Sealing,"
,,,,,,"MAINTENANCE AND REPAIR, FLOORING, TO INCLUDE REFINISHING, SEALING, STRIPPING AND WAXING,"
,,,,,,"PREPARATION AND PATCHING OF FLOORS,"
,,,,,,"SEALING SERVICES, CONCRETE FLOOR,"
,,,,,,Furnace Maintenance and Repair
Phyllis J. Outlaw & Associates,Sole Proprietorship,"ROB, DZE, DBE, SBE, LBE",Active,lawfirm@pjoutlawlegal.com,5/10/15,"Business Consulting, Small,"
,,,,,,"Disadvantage Business Enterprise (DBE) and Historically Underutilized Business (HUB) Consulting Including Technical Assistance,"
,,,,,,"Education and Training Consulting,"
,,,,,,"Human Relations Consulting,"
,,,,,,"Human Services Consulting (To Include Mental Health Consulting Services),"
,,,,,,"Legal Consulting,"
,,,,,,"Minority and Small Business Consulting,"
,,,,,,"Personnel/Employment Consulting,"
,,,,,,"In-Service Training (For Employees),"
,,,,,,"Not-For-Credit Classes, Seminars, Workshops, etc.,"
,,,,,,"CLASSES, (OUTSIDE),"
,,,,,,"Tutoring,"
,,,,,,"Notary Public Services,"
,,,,,,"Case Management,"
,,,,,,"Chaplain/Minister Services,"
,,,,,,"Child Abuse: Identification, Treatment, and Prevention (Including Sexual Abuse),"
,,,,,,"Counseling,"
,,,,,,"Court Intervention Services,"
,,,,,,"Discrimination Investigation,"
,,,,,,"Family and Social Services (Including Shopping and Buying Services),"
,,,,,,"Parenting Intervention,"
,,,,,,"Training and Instruction (For Clients, Not Staff),"
,,,,,,"Malpractice, Legal,"
,,,,,,"Project Management Services,"
,,,,,,"Property Management Services,"
,,,,,,"Arbitration, Mediation, and Alternative Dispute Resolution Services,"
,,,,,,"Legal Services, Attorneys,"
,,,,,,"Legal Services Including Depositions and Expert Witness Testimony,"
,,,,,,"DEPOSITIONS AND EXPERT WITNESS TESTIMONY,"
,,,,,,"LEGAL SERVICES INCLUDING RESEARCH TIME, TRAVEL TIME, TESTIFYING TIME, MEALS, ETC.,"
,,,,,,"TESTIMONY, MEDICAL, COURT OR ADMINISTRATIVE,"
,,,,,,"Lobby Services,"
,,,,,,"Negotiation Services,"
,,,,,,"Public Speaking Services,"
,,,,,,"Personnel Services (Not Employment),"
,,,,,,"Transcription Services: Legal and Medical,"
,,,,,,"TRANSCRIPTION SERVICES, MEDICAL, PROFESSIONAL,"
,,,,,,"TRANSLATION SERVICES, ENGLISH TO FRENCH,"
,,,,,,"TRANSLATION SERVICES, ENGLISH TO SPANISH,"
,,,,,,"TRANSLATION SERVICES, FRENCH TO ENGLISH,"
,,,,,,"TRANSLATION SERVICES, SPANISH TO ENGLISH,"
,,,,,,"Transcription Services, Academic (See 961-72 for Legal and Medical Transcriptions),"
,,,,,,"Room Rental or Lease for Conferences, Seminars, etc."
"Roadside Development, LLC",Limited Liability Corporation,"SBE, LBE",Active,mhatcher@roadsidellc.com,3/2/14,"Real Estate/Property Management,"
,,,,,,"Real Estate: Land and Improvements,"
,,,,,,"CONSULTING SERVICES,"
,,,,,,"Feasibility Studies (Consulting),"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"Real Estate (Incl. Buildings, Houses, Land, etc)"
Simple Solutions LLC,Limited Liability Corporation,"ROB, DBE, SBE, LBE",Active,lisa.morgan@simplesolutionsllc.net,11/23/13,"Business Consulting, Small,"
,,,,,,"Business Consulting, Large,"
,,,,,,"CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Governmental Consulting,"
,,,,,,"Human Resources Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Minority and Small Business Consulting,"
,,,,,,"Organizational Development Consulting,"
,,,,,,"Strategic Technology Planning and Consulting Services,"
,,,,,,"In-Service Training (For Employees),"
,,,,,,"Training and Instruction (For Clients, Not Staff),"
,,,,,,"Business Management Services,"
,,,,,,"Support Services, Management,"
,,,,,,"Project Management Services,"
,,,,,,"Records Management Services (Including Document Management Services which also includes Technology Integration),"
,,,,,,"Business Plan Development Services,"
,,,,,,"Cost Estimating,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"Personnel Services (Not Employment),"
,,,,,,Professional Services (Not Otherwise Classified)
"Comprehensive Community Health & Psychological Services, LLC",Limited Liability Corporation,"DBE, SBE, LBE",Active,mspencer@cchpsonline.org,10/10/13,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Education and Training Consulting,"
,,,,,,"Human Services Consulting (To Include Mental Health Consulting Services),"
,,,,,,"Management Consulting,"
,,,,,,"CONSULTING SERVICES, MEDICAL,"
,,,,,,"Course Development Services, Instructional/Training,"
,,,,,,"Educational Research Services,"
,,,,,,"TRAINING, FIRST AID AND CARDIOPULMNARY RESUSCITATION,"
,,,,,,"Not-For-Credit Classes, Seminars, Workshops, etc.,"
,,,,,,"Medical and Laboratory Services (Non-Physician),"
,,,,,,"MEDICAL SERVICES, PHYSICAL EXAMINATION,"
,,,,,,"TESTS, CLINICAL LABORATORY, DRUG SCREENING,"
,,,,,,"Nursing Services,"
,,,,,,"MEDICAL (PHYSICAL) EXAMINATION SERVICES, COMPREHENSIVE. THIS SERVICE SHALL INCLUDE ALL TESTING, REPEATS, PHYSICAL EXAM, INTERPRETATIONS, USE OF FACILITY, AND OTHER RELATED COSTS.,"
,,,,,,"Psychologists/Psychological and Psychiatric Services (Including Behavorial Management Services),"
,,,,,,"Alcohol and Drug Detoxification (Incl. Rehabilitation),"
,,,,,,"Alcohol and Drug Prevention,"
,,,,,,"Alcohol and Drug Testing Services,"
,,,,,,"Big Brother, Big Sister, and Similar Type Program Services,"
,,,,,,"Case Management,"
,,,,,,"Child Abuse: Identification, Treatment, and Prevention (Including Sexual Abuse),"
,,,,,,"Counseling,"
,,,,,,"Court Intervention Services,"
,,,,,,"Cultural Administration and Promotion Services,"
,,,,,,"Elder Abuse Prevention Services,"
,,,,,,"Family and Social Services (Including Shopping and Buying Services),"
,,,,,,"Human Services (Not Otherwise Classified),"
,,,,,,"Mental Health Services: Vocational, Residential, Etc.,"
,,,,,,"Rape and Sexual Assault Prevention,"
,,,,,,"Training and Instruction (For Clients, Not Staff),"
,,,,,,"Corrections Management Services,"
,,,,,,"Health Care Management Services (Including Managed Care Services),"
,,,,,,"Cost Estimating,"
,,,,,,"Non-Professional Services (Not Otherwise Classified),"
,,,,,,Professional Services (Not Otherwise Classified)
"Creation Iron, LLC",Limited Liability Corporation,"DBE, SBE, LBE",Active,bhuckaby@creationironllc.com,5/10/15,"Welding Maintenance and Repair Services (Incl. Brazing, Casting, and Soldering),"
,,,,,,"GUARDRAILS, STEEL PLATE BEAM. THIS WORK SHALL CONSIST OF FURNISHING AND ERECTING STEEL PLATE BEAM GUARDRAIL AND POSTS. THIS WORK ALSO INCLUDES EXCAVATION AND BACKFILLING.,"
